Category,FullName,ShortName,address,geometry
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы. Амбулатория Ерино,ГБУЗ Поликлиника «Кузнечики» ДЗМ. Амбулатория Ерино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щербинка, посёлок Ерино, дом 1А",POINT(37.510109332 55.448845368)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 69 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 69 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 7А",POINT(37.833001021 55.760398414)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 218 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 218 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, Лосевская улица, дом 2",POINT(37.710229625 55.872419773)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 22 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 22 филиал № 2 ДЗМ,"город Москва, улица Дмитрия Ульянова, дом 25",POINT(37.57995584 55.686170965)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 5 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 5 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Бронная улица, дом 3",POINT(37.597470883 55.760488963)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 191 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 191 филиал № 4 ДЗМ,"город Москва, Амурская улица, дом 36",POINT(37.779775051 55.812500869)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 219 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 219 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, улица Вилиса Лациса, дом 23, корпус 2",POINT(37.422337258 55.862016728)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника г. Московский филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Внуково, посёлок Совхоза &quot;Крёкшино&quot;, дом 18А",POINT(37.107805432 55.593596243)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 5 с поликлиническим отделением филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 5 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Корнейчука, дом 28",POINT(37.618357085 55.899322602)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 108 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 108 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, Ангарская улица, дом 24",POINT(37.518695203 55.876605076)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 108 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 108 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, улица Маршала Федоренко, дом 6, строение 1",POINT(37.492503974 55.879968415)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 108 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 108 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Петрозаводская улица, дом 26",POINT(37.49235591 55.86803059)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 108 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 108 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Куркино, Родионовская улица, дом 10, корпус 2",POINT(37.391204873 55.893973968)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 108 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 108 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Смольная улица, дом 53",POINT(37.47343178 55.867132313)
