ticket_id,price,square,rooms,studio,floor,floors_total,building_year,metro,metro_dist,time_to_metro,address,keep,photo,url
,257919540,196.6,4,False,3,11.0,2025.0,метро Крестьянская Застава,1100.0,17.0,"Москва, Даниловский, 1-й Дербеневский переулок 3",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/03/ed/7167c078064b31fb98d82e38602f3ea7a07418ed.jpeg,
,45690000,68.4,3,False,15,28.0,2025.0,метро Озёрная,300.0,5.0,"Москва, Очаково-Матвеевское, Озёрная вл42",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/03/17/580114ef8845ccc44ee6d45962e93c6c00485217.jpeg,
,51652296,84.3,3,False,6,10.0,2025.0,метро Свиблово,400.0,6.0,"Москва, Свиблово, Снежная 20а",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/03/52/8458e489f09f43d73e3631f4530993b5fad48c52.png,
,18649348,37.8,1,False,24,10.0,2025.0,станция Новопеределкино,600.0,9.0,"Москва, Солнцево, Производственная 19ак2",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/03/8f/8c879cdfa8b1798faffd06bf5bcc07250afc4a8f.jpeg,
,724450000,291.2,7,False,3,7.0,2025.0,метро Курская,600.0,9.0,"Москва, Басманный, Подсосенский переулок 3 корпус 2",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/02/27/61ae057a963d2d695648dc506886d06e304c3327.jpeg,
,30534358,32.9,0,True,7,37.0,2027.0,метро Белорусская,300.0,5.0,"Москва, Беговой, Ленинградский проспект вл8",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/02/3e/51eba269d1d51e59a95bc82c7cf6ed249c96af3e.png,
,91966366,60.29,2,False,6,14.0,2026.0,метро Киевская,900.0,14.0,"Москва, Дорогомилово, Кутузовский проспект 2/1 корпус 1б",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/01/c1/5bb8bfe313d38b8dcccef487467c37fd98998bc1.jpeg,
,47383235,130.9,4,False,1,17.0,2025.0,станция Электрозаводская,700.0,11.0,"Москва, Басманный, Большая Почтовая 18/20с6",Не указано,https://cdn.esoft.digital/content/cluster/layouts/4e/396503e5c7ae00562581b09b217840013beaf14e.jpeg,
,67779510,104.1,3,False,4,55.0,2025.0,станция Марьина Роща,400.0,6.0,"Москва, Марьина Роща, 4-я улица Марьиной Рощи 10 корпус 7",Не указано,https://cdn.esoft.digital/content/cluster/layouts/98/c2d1b93876cc3bfd8cd2802c4f1f1e562397bc98.jpeg,
,504590000,348.7,0,True,18,22.0,2025.0,метро Улица 1905 года,800.0,12.0,"Москва, Пресненский, Сергея Макеева вл11/9с1-10",Не указано,https://cdn.esoft.digital/content/cluster/layouts/bb/2e45d359b0b841ba5dc07ebe23f68eddfc1359bb.jpeg,
